id,level,rarity,type
NPC_0401;1.000000;normal;ja
NPC_0402;1.000000;normal;ja
NPC_0403;1.000000;normal;ja
NPC_0404;1.000000;normal;ja
NPC_0405;1.000000;normal;ja
NPC_0406;1.000000;normal;ja
NPC_0407;1.000000;normal;ja
NPC_0408;1.000000;normal;ja
NPC_0409;1.000000;normal;ja
NPC_0410;1.000000;normal;ja
NPC_0411;1.000000;normal;ja
NPC_0412;1.000000;normal;ja
NPC_0413;1.000000;normal;ja
NPC_0414;1.000000;normal;ja
NPC_0415;1.000000;normal;ja
NPC_0416;1.000000;normal;ja
NPC_0417;1.000000;normal;ja
NPC_0418;1.000000;normal;ja
NPC_0419;1.000000;normal;ja
NPC_0420;1.000000;normal;ja
NPC_0421;1.000000;normal;ja
NPC_0422;1.000000;normal;ja
NPC_0423;1.000000;normal;ja
NPC_0424;1.000000;normal;ja
NPC_0425;1.000000;normal;ja
NPC_0426;1.000000;normal;ja
NPC_0427;1.000000;normal;ja
NPC_0428;1.000000;normal;ja
NPC_0429;1.000000;normal;ja
NPC_0430;1.000000;normal;ja
NPC_0431;1.000000;normal;ja
NPC_0432;1.000000;normal;ja
NPC_0433;1.000000;normal;ja
NPC_0434;1.000000;normal;ja
NPC_0435;1.000000;normal;ja
NPC_0436;1.000000;normal;ja
NPC_0437;1.000000;normal;ja
NPC_0438;1.000000;normal;ja
NPC_0439;1.000000;normal;ja
NPC_0440;1.000000;normal;ja
NPC_0441;1.000000;normal;ja
NPC_0442;1.000000;normal;ja
NPC_0443;1.000000;normal;ja
NPC_0444;1.000000;normal;ja
NPC_0445;1.000000;normal;ja
NPC_0446;1.000000;normal;ja
NPC_0447;1.000000;normal;ja
NPC_0448;1.000000;normal;ja
NPC_0449;1.000000;normal;ja
NPC_0450;1.000000;normal;ja
NPC_0451;1.000000;normal;ja
NPC_2000;1.000000;normal;ja
NPC_2001;1.000000;normal;ja
NPC_2002;1.000000;normal;ja
NPC_2003;1.000000;normal;ja
NPC_2004;1.000000;normal;ja
NPC_2005;1.000000;normal;ja
NPC_2006;1.000000;normal;ja
NPC_2007;1.000000;normal;ja
NPC_2008;1.000000;normal;ja
NPC_2009;1.000000;normal;ja
NPC_5000;1.000000;normal;ja
NPC_5001;1.000000;normal;ja
NPC_5002;1.000000;normal;ja
NPC_5003;1.000000;normal;ja
NPC_5004;1.000000;normal;ja
NPC_5005;1.000000;normal;ja
NPC_5006;1.000000;normal;ja
NPC_5007;1.000000;normal;ja
NPC_5008;1.000000;normal;ja
Inner_02;1.000000;normal;sh
Inner_03;1.000000;normal;ja
Inner_04;1.000000;normal;gl
Inner_05;1.000000;normal;bo
AR0_110_1_9999;1.000000;normal;ha
AR0_110_2_9999;1.000000;normal;sh
AR0_110_3_9999;1.000000;normal;ja
AR0_110_4_9999;1.000000;normal;gl
AR0_110_5_9999;1.000000;normal;bo
AR1_012_1_9999;1.000000;normal;ha
AR1_012_2_9999;1.000000;normal;sh
AR1_012_3_9999;1.000000;normal;ja
AR1_012_4_9999;1.000000;normal;gl
AR1_012_5_9999;1.000000;normal;bo
AR3_106_1_9999;1.000000;normal;ha
AR3_106_2_9999;1.000000;normal;sh
AR3_106_3_9999;1.000000;normal;ja
AR3_106_4_9999;1.000000;normal;gl
AR3_106_5_9999;1.000000;normal;bo
AR4_107_1_9999;1.000000;normal;ha
AR4_107_2_9999;1.000000;normal;sh
AR4_107_3_9999;1.000000;normal;ja
AR4_107_4_9999;1.000000;normal;gl
AR4_107_5_9999;1.000000;normal;bo
AR5_106_1_9999;1.000000;normal;ha
AR5_106_2_9999;1.000000;normal;sh
