CA_IT_CM_drogon;1.000000;mythical;fi
CA_IT_CM_lobo;1.000000;mythical;fi
CA_IT_CM_drogon2;1.000000;mythical;fi
CA_IT_CM_lobo2;1.000000;mythical;fi
RN1_6_00_demo;80.000000;mythical;rg
EV_IT_BP_empire;1.000000;elite;pn
EV_IT_BP_empire2;1.000000;elite;pn
CO_0_0000;5.000000;normal;gn
CO_0_0001;15.000000;normal;gn
CO_0_0002;25.000000;normal;gn
CO_0_0003;35.000000;normal;gn
CO_0_0004;45.000000;normal;gn
CO_0_0020;5.000000;normal;gn
CO_0_0021;15.000000;normal;gn
CO_0_0022;25.000000;normal;gn
CO_0_0023;35.000000;normal;gn
CO_0_0024;45.000000;normal;gn
CO_0_0040;5.000000;normal;pn
CO_0_0041;15.000000;normal;pn
CO_0_0042;25.000000;normal;pn
CO_0_0043;35.000000;normal;pn
CO_0_0044;45.000000;normal;pn
CO_0_0060;5.000000;normal;pn
CO_0_0061;15.000000;normal;pn
CO_0_0062;25.000000;normal;pn
CO_0_0063;35.000000;normal;pn
CO_0_0064;45.000000;normal;pn
CO_0_0080;5.000000;normal;pn
CO_0_0081;15.000000;normal;pn
CO_0_0082;25.000000;normal;pn
CO_0_0083;35.000000;normal;pn
CO_0_0084;45.000000;normal;pn
CO_0_0100;5.000000;normal;pn
CO_0_0101;15.000000;normal;pn
CO_0_0102;25.000000;normal;pn
CO_0_0103;35.000000;normal;pn
CO_0_0104;45.000000;normal;pn
CO_0_0120;5.000000;normal;pn
CO_0_0121;15.000000;normal;pn
CO_0_0122;25.000000;normal;pn
CO_0_0123;35.000000;normal;pn
CO_0_0124;45.000000;normal;pn
CO_0_0140;5.000000;normal;pn
CO_0_0141;15.000000;normal;pn
CO_0_0142;25.000000;normal;pn
CO_0_0143;35.000000;normal;pn
CO_0_0144;45.000000;normal;pn
CO_0_0160;5.000000;normal;pn
CO_0_0161;15.000000;normal;pn
CO_0_0162;25.000000;normal;pn
CO_0_0163;35.000000;normal;pn
CO_0_0164;45.000000;normal;pn
CO_0_0180;5.000000;normal;pn
CO_0_0181;15.000000;normal;pn
CO_0_0182;25.000000;normal;pn
CO_0_0183;35.000000;normal;pn
CO_0_0184;45.000000;normal;pn
CO_0_0200;5.000000;normal;pn
CO_0_0201;15.000000;normal;pn
CO_0_0202;25.000000;normal;pn
CO_0_0203;35.000000;normal;pn
