id,level,rarity,type
SF2_101_1_0001;1.000000;normal;so
SF2_101_1_0002;1.000000;normal;so
SF2_101_1_0003;1.000000;normal;so
SF2_101_1_0004;1.000000;elite;so
SF2_101_1_0005;1.000000;elite;so
SF2_101_1_0006;1.000000;normal;so
SF2_101_1_0007;1.000000;elite;so
SF2_101_1_0008;1.000000;normal;so
SF2_101_1_0009;1.000000;elite;no
SF2_101_1_0010;1.000000;normal;so
SF2_101_1_0011;1.000000;normal;so
SF2_101_1_0012;1.000000;normal;so
SF2_101_1_0013;1.000000;normal;so
SF2_101_1_0014;1.000000;normal;so
SF2_101_1_0015;1.000000;elite;so
SF2_101_1_0016;1.000000;normal;so
SF2_101_1_0017;1.000000;normal;so
SF2_101_1_0018;1.000000;normal;so
SF2_101_1_0019;1.000000;normal;so
SF2_101_1_0020;1.000000;normal;so
SF2_101_1_0021;1.000000;normal;so
SF2_101_1_0022;1.000000;normal;so
SF2_101_1_0023;1.000000;normal;so
SF2_101_1_0024;1.000000;normal;so
SF2_101_1_0025;1.000000;normal;so
SF2_101_1_0026;1.000000;normal;so
SF2_101_1_0027;1.000000;normal;so
SF2_101_1_0028;1.000000;elite;so
SF2_101_1_0029;2.000000;normal;so
SF2_101_1_0030;2.000000;normal;so
SF2_101_1_0031;2.000000;elite;so
SF2_101_1_0032;1.000000;elite;so
SF2_101_1_0033;1.000000;elite;so
SF2_101_1_0034;1.000000;normal;so
SF2_101_1_0035;1.000000;elite;so
SF2_101_1_0036;1.000000;elite;so
SF2_101_1_0037;1.000000;normal;so
SF2_101_1_0038;1.000000;normal;so
SF2_101_1_0039;1.000000;normal;so
SF2_101_1_0040;1.000000;normal;so
SF2_101_1_0041;1.000000;normal;so
SF2_101_1_0042;1.000000;normal;so
SF2_101_1_0043;1.000000;normal;so
SF2_101_1_0044;1.000000;elite;so
SF2_101_1_0045;1.000000;normal;so
SF2_101_1_0046;1.000000;elite;so
SF2_101_1_0047;1.000000;normal;so
SF2_101_1_0048;1.000000;normal;so
SF2_101_1_0049;1.000000;normal;so
SF2_101_1_0050;1.000000;elite;so
SF2_101_1_0051;1.000000;normal;so
SF2_101_1_0052;1.000000;normal;so
SF2_101_1_0053;1.000000;normal;so
SF2_101_1_0054;1.000000;normal;so
SF2_101_1_0055;2.000000;normal;so
SF2_101_1_0056;2.000000;elite;so
SF2_101_1_0057;2.000000;normal;so
SF2_101_1_0058;2.000000;normal;so
SF2_101_1_0059;2.000000;elite;so
SF2_101_1_0060;1.000000;normal;so
SF2_101_1_0061;1.000000;normal;so
SF2_101_1_0062;1.000000;heroic;so
SF2_101_1_0063;1.000000;normal;so
SF2_101_1_0064;1.000000;normal;so
SF2_101_1_0065;1.000000;normal;so
SF2_101_1_0066;1.000000;normal;so
SF2_101_1_0067;1.000000;elite;so
SF2_101_1_0068;1.000000;elite;so
SF2_101_1_0069;1.000000;normal;so
SF2_101_1_0070;1.000000;normal;so
SF2_101_1_0071;1.000000;normal;so
SF2_101_1_0072;1.000000;elite;so
SF2_101_1_0073;1.000000;normal;so
SF2_101_1_0074;1.000000;normal;so
SF2_101_1_0075;1.000000;normal;so
SF2_101_1_0076;1.000000;elite;so
SF2_101_1_0077;1.000000;normal;so
SF2_101_1_0078;1.000000;elite;so
SF2_101_1_0079;1.000000;elite;so
SF2_101_1_0080;1.000000;normal;so
SF2_101_1_0081;1.000000;normal;so
SF2_101_1_0082;1.000000;elite;so
SF2_101_1_0083;1.000000;elite;so
SF2_101_1_0084;1.000000;normal;so
SF2_101_1_0085;1.000000;normal;so
SF2_101_1_0086;1.000000;normal;so
SF2_101_1_0087;1.000000;normal;so
SF2_101_1_0088;1.000000;elite;so
SF2_101_1_0089;1.000000;normal;so
SF2_101_1_0090;1.000000;normal;so
SF2_101_1_0091;1.000000;normal;so
SF2_101_1_0092;1.000000;normal;so
SF2_101_1_0093;1.000000;normal;so
SF2_101_1_0094;1.000000;normal;so
SF2_101_1_0095;1.000000;elite;so
SF2_101_1_0096;1.000000;elite;so
SF2_101_1_0097;1.000000;normal;so
SF2_101_1_0098;1.000000;normal;so
SF2_101_1_0099;1.000000;elite;so
SF2_101_1_0100;1.000000;elite;so
SF2_101_1_0101;1.000000;elite;so
SF2_101_1_0102;1.000000;normal;so
SF2_101_1_0103;1.000000;normal;so
SF2_101_1_0104;1.000000;normal;so
SF2_101_1_0105;1.000000;heroic;so
SF2_101_1_0106;1.000000;heroic;so
SF2_101_1_0107;1.000000;elite;so
SF2_101_1_0108;1.000000;normal;so
SF2_101_1_0109;1.000000;elite;so
SF2_101_1_0110;1.000000;elite;so
SF2_101_1_0111;1.000000;elite;so
SF2_101_1_0112;1.000000;elite;so
SF2_101_1_0113;2.000000;normal;so
SF2_101_1_0114;2.000000;normal;so
SF2_101_1_0115;2.000000;normal;so
SF2_101_1_0116;2.000000;normal;so
SF2_101_1_0117;1.000000;normal;so
SF2_101_1_0118;1.000000;elite;so
SF2_101_1_0119;1.000000;heroic;so
SF2_101_1_0120;1.000000;normal;so
SF2_101_1_0121;1.000000;normal;so
SF2_101_1_0122;2.000000;elite;so
SF2_101_1_0123;1.000000;normal;so
SF2_101_1_0124;2.000000;heroic;so
SF2_101_1_0125;1.000000;normal;so
SF2_101_1_0126;1.000000;normal;so
SF2_101_1_0127;1.000000;normal;so
SF2_101_1_0128;1.000000;normal;so
SF2_101_1_0129;1.000000;normal;so
SF2_101_1_0130;1.000000;normal;so
SF2_101_1_0131;1.000000;normal;so
SF2_101_1_0132;1.000000;elite;so
SF2_101_1_0133;1.000000;elite;so
SF2_101_1_0134;1.000000;elite;so
SF2_101_1_0135;1.000000;elite;so
SF2_101_1_0136;1.000000;normal;so
SF2_101_1_0137;1.000000;normal;so
SF2_101_1_0138;1.000000;normal;so
SF2_101_1_0139;1.000000;normal;so
SF2_101_1_0140;2.000000;heroic;so
SF2_101_1_0141;1.000000;normal;so
SF2_101_1_0142;1.000000;normal;so
SF2_101_1_0143;2.000000;normal;so
SF2_101_1_0144;2.000000;normal;so
SF2_101_1_0145;1.000000;normal;so
SF2_101_1_0146;1.000000;normal;so
SF2_101_1_0147;1.000000;normal;so
SF2_101_1_0148;1.000000;elite;so
SF2_101_1_0149;1.000000;normal;so
SF2_101_1_0150;1.000000;elite;so
SF2_101_1_0151;1.000000;normal;so
SF2_101_1_0152;1.000000;normal;so
SF2_101_1_0153;1.000000;normal;so
SF2_101_1_0154;1.000000;normal;so
SF2_101_1_0155;1.000000;normal;so
SF2_101_1_0156;1.000000;elite;so
SF2_101_1_0157;1.000000;normal;so
SF2_101_1_0158;1.000000;normal;so
